age,gender,race,date,city,state,manner_of_death,mental_illness
21,Male,Hispanic,2013-01-01,Pueblo,CO,Shot,false
35,Male,Hispanic,2013-01-07,Phoenix,AZ,Shot,false
21,Male,Hispanic,2013-01-12,San Diego,CA,Shot,false
50,Male,Hispanic,2013-01-13,Santa Maria,CA,Shot,false
44,Male,Hispanic,2013-01-17,Tulare,CA,Shot,false
27,Male,Hispanic,2013-01-17,San Diego,CA,Shot,false
18,Male,Hispanic,2013-01-21,Elkhorn,WI,Shot,false
16,Male,Hispanic,2013-01-25,Vancouver,WA,Shot,false
33,Male,Hispanic,2013-01-30,�_Fillmore,CA,Shot,false
30,Female,Hispanic,2013-01-30,Denver,CO,Shot,false
22,Male,Hispanic,2013-02-08,Visalia,CA,Shot,false
33,Male,Hispanic,2013-02-08,Las Vegas,NV,Shot,false
23,Male,Hispanic,2013-02-14,Indio,CA,Shot,false
29,Male,Hispanic,2013-02-16,Tulsa,OK,Shot,true
42,Male,Hispanic,2013-02-16,Grapevine,TX,Shot,false
32,Male,Hispanic,2013-02-19,Las Vegas,NV,Shot,false
44,Male,Hispanic,2013-02-21,Allentown,PA,Shot,true
25,Male,Hispanic,2013-02-22,San Antonio,TX,Shot,false
25,Male,Hispanic,2013-02-24,Los Angeles,CA,Shot,true
39,Male,Hispanic,2013-02-25,Riverside,CA,Shot,false
32,Male,Hispanic,2013-03-04,Portland,OR,Shot,false
31,Male,Hispanic,2013-03-04,San Antonio,TX,Shot,true
27,Male,Hispanic,2013-03-07,Sunnyside,WA,Shot,false
32,Male,Hispanic,2013-03-10,Newark,NJ,Shot,false
44,Male,Hispanic,2013-03-12,Miami,FL,Shot,false
78,Male,Hispanic,2013-03-13,Del Valle,TX,Shot,false
28,Female,Hispanic,2013-03-16,Pomona,CA,Shot,false
27,Male,Hispanic,2013-03-18,San Jose,CA,Shot,false
37,Male,Hispanic,2013-03-19,Salt Lake City,UT,Shot,false
39,Male,Hispanic,2013-03-19,Los Angeles,CA,Shot,false
46,Male,Hispanic,2013-03-30,Delano,CA,Shot,false
25,Male,Hispanic,2013-04-09,Lynwood,CA,Shot,false
29,Male,Hispanic,2013-04-13,Phoenix,AZ,Shot,false
25,Male,Hispanic,2013-04-17,Three Rivers,TX,Shot,false
42,Female,Hispanic,2013-04-19,Stafford,VA,Shot,false
31,Male,Hispanic,2013-04-20,Phoenix,AZ,Shot,false
25,Male,Hispanic,2013-04-20,Visalia,CA,Shot,false
31,Male,Hispanic,2013-04-20,Phoenix,AZ,Shot,false
33,Male,Hispanic,2013-04-23,Tucson,AZ,Shot,false
45,Male,Hispanic,2013-04-25,San Fernando,CA,Shot,true
21,Male,Hispanic,2013-04-28,Long Beach,CA,Shot,false
34,Male,Hispanic,2013-04-29,Orlando,FL,Shot,false
35,Male,Hispanic,2013-04-30,Los Angeles,CA,Shot,false
40,Male,Hispanic,2013-05-02,Schenectady,NY,Shot,false
29,Male,Hispanic,2013-05-04,Escondido,CA,Shot,true
23,Male,Hispanic,2013-05-07,Leesburg,FL,Shot,false
30,Male,Hispanic,2013-05-08,Miami,FL,Shot,false
58,Male,Hispanic,2013-05-09,Lake City,FL,Shot,false
49,Male,Hispanic,2013-05-10,Eureka,MO,Shot,false
34,Male,Hispanic,2013-05-11,Cudahy,CA,Shot,false
37,Male,Hispanic,2013-05-14,Paramount,CA,Shot,false
52,Male,Hispanic,2013-05-15,Hartford,CT,Shot,false
21,Female,Hispanic,2013-05-17,Uniondale,NY,Shot,false
22,Male,Hispanic,2013-05-18,Tucson,AZ,Shot,false
29,Male,Hispanic,2013-05-19,Eden,TX,Shot,true
28,Male,Hispanic,2013-05-20,Longview,TX,Shot,false
18,Male,Hispanic,2013-05-21,Los Angeles,CA,Shot,false
47,Male,Hispanic,2013-05-24,San Diego,CA,Shot,false
23,Male,Hispanic,2013-05-26,Eden,TX,Shot,false
48,Male,Hispanic,2013-05-26,New Rochelle,NY,Shot,true
26,Male,Hispanic,2013-05-30,Santa Ana,CA,Shot,false
21,Male,Hispanic,2013-06-01,Corsicana,TX,Shot,false
34,Male,Hispanic,2013-06-02,Gardena,CA,Shot,false
38,Male,Hispanic,2013-06-02,Dorchester,MA,Shot,false
25,Male,Hispanic,2013-06-03,Huron,CA,Shot,false
25,Male,Hispanic,2013-06-04,San Jacinto,CA,Shot,false
48,Male,Hispanic,2013-06-08,Windsor,CA,Shot,false
25,Male,Hispanic,2013-06-15,Omaha,NE,Shot,false
23,Male,Hispanic,2013-06-16,Round Rock,TX,Shot,false
44,Male,Hispanic,2013-06-19,Irving,TX,Shot,false
24,Male,Hispanic,2013-06-22,La Puente,CA,Shot,false
35,Female,Hispanic,2013-06-23,Santa Ana,CA,Shot,false
34,Male,Hispanic,2013-06-30,Pacoima,CA,Shot,false
37,Male,Hispanic,2013-07-02,Las Cruces,NM,Shot,false
53,Male,Hispanic,2013-07-04,Gilford Township,MI,Shot,false
35,Male,Hispanic,2013-07-07,Amarillo,TX,Shot,false
42,Male,Hispanic,2013-07-09,Yuma,AZ,Shot,false
40,Male,Hispanic,2013-07-09,Belleville,NJ,Shot,true
31,Male,Hispanic,2013-07-11,Phoenix,AZ,Shot,false
34,Male,Hispanic,2013-07-14,Lafayette,LA,Shot,true
19,Male,Hispanic,2013-07-17,Pleasant Grove,TX,Shot,false
29,Male,Hispanic,2013-07-19,Whittier,CA,Shot,false
42,Male,Hispanic,2013-07-25,Compton,CA,Shot,false
30,Male,Hispanic,2013-07-26,Salinas,CA,Shot,false
42,Male,Hispanic,2013-07-27,Hialeah,FL,Shot,false
33,Male,Hispanic,2013-07-27,Durham,NC,Shot,false
39,Male,Hispanic,2013-07-28,Chicago,IL,Shot,false
22,Male,Hispanic,2013-07-30,Santa Ana,CA,Shot,false
19,Male,Hispanic,2013-07-31,Conroe,TX,Shot,false
26,Male,Hispanic,2013-08-03,Huntington Beach,CA,Shot,false
54,Male,Hispanic,2013-08-04,Sandia Park,NM,Shot,false
28,Male,Hispanic,2013-08-05,Houston,TX,Shot,false
,Male,Hispanic,2013-08-05,Houston,TX,Shot,false
61,Male,Hispanic,2013-08-06,Carlsbad,NM,Shot,false
35,Male,Hispanic,2013-08-13,Keene,NH,Shot,false
31,Male,Hispanic,2013-08-18,South Pasadena,CA,Shot,true
30,Male,Hispanic,2013-08-19,San Angelo,TX,Shot,false
24,Male,Hispanic,2013-08-22,Desert Hot Springs,CA,Shot,false
17,Male,Hispanic,2013-08-28,Compton,CA,Shot,false
32,Male,Hispanic,2013-08-30,Thornton,CO,Shot,true
46,Male,Hispanic,2013-08-31,Union City,CA,Shot,true
28,Male,Hispanic,2013-09-01,Houston,TX,Shot,false
46,Male,Hispanic,2013-09-01,Santa Barbara,CA,Shot,true
27,Male,Hispanic,2013-09-01,Elkhart,IN,Shot,false
34,Male,Hispanic,2013-09-04,Sunnyvale,CA,Shot,true
33,Male,Hispanic,2013-09-09,Mabank,TX,Shot,false
23,Male,Hispanic,2013-09-10,Los Angeles,CA,Shot,false
36,Male,Hispanic,2013-09-12,Tempe,AZ,Shot,false
50,Male,Hispanic,2013-09-13,Riverside,CA,Shot,true
34,Male,Hispanic,2013-09-16,Bakersfield,CA,Shot,false
59,Male,Hispanic,2013-09-18,Los Angeles,CA,Shot,false
,Male,Hispanic,2013-09-18,Los Angeles,CA,Shot,false
20,Male,Hispanic,2013-09-18,Houston,TX,Shot,false
20,Male,Hispanic,2013-09-20,Ivanhoe,CA,Shot,false
34,Male,Hispanic,2013-09-24,San Tan Valley,AZ,Shot,false
55,Male,Hispanic,2013-09-25,Houston,TX,Shot,false
45,Male,Hispanic,2013-09-25,Houston,TX,Shot,false
32,Male,Hispanic,2013-09-25,Carson,CA,Shot,false
21,Male,Hispanic,2013-09-25,Waelder,TX,Shot,false
35,Male,Hispanic,2013-10-01,Freeport,TX,Shot,false
31,Female,Hispanic,2013-10-01,Bakersfield,CA,Shot,true
26,Male,Hispanic,2013-10-13,Hazleton,PA,Shot,false
22,Male,Hispanic,2013-10-16,Wishram,WA,Shot,false
36,Male,Hispanic,2013-10-17,Indianapolis,IN,Shot,false
44,Male,Hispanic,2013-10-18,Chicago,IL,Shot,false
38,Male,Hispanic,2013-10-19,Otay Mesa,CA,Shot,false
30,Male,Hispanic,2013-10-21,Roswell,NM,Shot,false
47,Male,Hispanic,2013-10-21,Union City,CA,Shot,false
25,Male,Hispanic,2013-10-22,San Bruno,CA,Shot,false
13,Male,Hispanic,2013-10-22,Santa Rosa,CA,Shot,false
39,Male,Hispanic,2013-10-25,Ridgecrest,CA,Shot,false
30,Male,Hispanic,2013-10-25,Hillsboro,OR,Shot,false
32,Male,Hispanic,2013-10-26,Banning,CA,Shot,false
51,Male,Hispanic,2013-10-27,Hialeah,FL,Shot,false
50,Female,Hispanic,2013-11-01,Port Arthur,TX,Shot,true
27,Male,Hispanic,2013-11-01,Paramount,CA,Shot,false
22,Male,Hispanic,2013-11-02,Dallas,TX,Shot,false
39,Female,Hispanic,2013-11-07,Santa Fe,NM,Shot,false
17,Male,Hispanic,2013-11-13,Houston,TX,Shot,false
21,Male,Hispanic,2013-11-15,Rosemead,CA,Shot,true
17,Male,Hispanic,2013-11-19,Durham,NC,Shot,false
18,Male,Hispanic,2013-11-22,Los Angeles,CA,Shot,false
72,Male,Hispanic,2013-11-25,Granada Hills,CA,Shot,false
30,Male,Hispanic,2013-11-27,Oklahoma City,OK,Shot,false
42,Male,Hispanic,2013-11-28,San Jose,CA,Shot,false
31,Male,Hispanic,2013-12-04,Perth Amboy,NJ,Shot,false
54,Male,Hispanic,2013-12-08,Miami,FL,Shot,false
44,Male,Hispanic,2013-12-24,Corpus Christi,TX,Shot,true
28,Male,Hispanic,2013-12-28,Phoenix,AZ,Shot,false
35,Male,Hispanic,2014-01-03,Thornton,CO,Shot,true
66,Male,Hispanic,2014-01-04,Pueblo,CO,Shot,false
23,Male,Hispanic,2014-01-04,Yakima,WA,Shot,false
40,Male,Hispanic,2014-01-09,San Diego,CA,Shot,false
40,Male,Hispanic,2014-01-14,Eloy,AZ,Shot,false
20,Male,Hispanic,2014-01-16,Apache,AZ,Shot,false
22,Male,Hispanic,2014-01-27,Bradenton,FL,Shot,true
39,Male,Hispanic,2014-01-27,Coachella,CA,Shot,false
29,Male,Hispanic,2014-01-28,Sioux City,IA,Shot,false
29,Male,Hispanic,2014-01-29,DeRidder,LA,Shot,false
36,Male,Hispanic,2014-01-30,El Centro,CA,Shot,false
33,Male,Hispanic,2014-01-31,Vista,CA,Shot,true
27,Male,Hispanic,2014-01-31,Nephi,UT,Shot,false
35,Male,Hispanic,2014-02-13,West Covina,CA,Shot,false
21,Male,Hispanic,2014-02-13,Phoenix,AZ,Shot,false
42,Male,Hispanic,2014-02-18,San Diego,CA,Shot,false
38,Male,Hispanic,2014-02-21,San Jose,CA,Shot,false
44,Male,Hispanic,2014-02-22,Tucson,AZ,Shot,false
44,Male,Hispanic,2014-02-22,Tucson,AZ,Shot,false
22,Female,Hispanic,2014-03-02,Fair Oaks,CA,Shot,false
23,Male,Hispanic,2014-03-05,Pueblo,CO,Shot,false
23,Male,Hispanic,2014-03-05,LaBelle,FL,Shot,false
15,Male,Hispanic,2014-03-09,Longview,TX,Shot,false
25,Male,Hispanic,2014-03-10,Tempe,AZ,Shot,false
42,Male,Hispanic,2014-03-20,Salinas,CA,Shot,false
40,Male,Hispanic,2014-03-20,Big Sur,CA,Shot,false
28,Male,Hispanic,2014-03-21,San Francisco,CA,Shot,true
24,Male,Hispanic,2014-04-04,Los Angeles,CA,Shot,true
21,Male,Hispanic,2014-04-07,Chicago,IL,Shot,false
24,Male,Hispanic,2014-04-12,Yakima,WA,Shot,false
40,Male,Hispanic,2014-04-13,Sierra Vista,AZ,Shot,false
19,Male,Hispanic,2014-04-18,Salton City,CA,Shot,false
50,Male,Hispanic,2014-04-19,Fresno,CA,Shot,false
50,Female,Hispanic,2014-04-20,Chicago,IL,Shot,false
26,Male,Hispanic,2014-04-23,Goodyear,AZ,Shot,false
42,Male,Hispanic,2014-04-25,Los Angeles,CA,Shot,true
26,Male,Hispanic,2014-04-29,Los Angeles,CA,Shot,false
18,Male,Hispanic,2014-05-04,Dublin,CA,Shot,true
30,Male,Hispanic,2014-05-07,Lubbock,TX,Shot,false
,Male,Hispanic,2014-05-08,Dublin,TX,Shot,false
41,Male,Hispanic,2014-05-08,Dotsero,CO,Shot,false
48,Male,Hispanic,2014-05-08,Las Vegas,NM,Shot,true
24,Male,Hispanic,2014-05-08,Payette,ID,Shot,false
26,Male,Hispanic,2014-05-09,Salinas,CA,Shot,true
59,Male,Hispanic,2014-05-10,Ontario,CA,Shot,true
25,Male,Hispanic,2014-05-11,Eloy,AZ,Shot,false
22,Male,Hispanic,2014-05-14,Wichita Falls,TX,Shot,false
40,Male,Hispanic,2014-05-17,Los Angeles,CA,Shot,false
34,Male,Hispanic,2014-05-17,Los Angeles,CA,Shot,false
37,Male,Hispanic,2014-05-19,Bel Air,MD,Shot,false
26,Male,Hispanic,2014-05-20,Fresno,CA,Shot,true
44,Male,Hispanic,2014-05-20,Salinas,CA,Shot,false
31,Male,Hispanic,2014-05-21,Greeley,CO,Shot,false
37,Male,Hispanic,2014-05-22,Albuquerque,NM,Shot,false
17,Male,Hispanic,2014-05-24,Purcellville,VA,Shot,true
23,Male,Hispanic,2014-05-26,Long Beach,CA,Shot,false
26,Male,Hispanic,2014-05-30,Woodland,CA,Shot,false
31,Male,Hispanic,2014-05-30,Green Valley,AZ,Shot,false
18,Female,Hispanic,2014-06-03,Half Moon Bay,CA,Shot,true
16,Male,Hispanic,2014-06-08,Espa̱ola,NM,Shot,true
31,Male,Hispanic,2014-06-10,San Bernardino,CA,Shot,false
22,Male,Hispanic,2014-06-11,Fresno,CA,Shot,true
17,Male,Hispanic,2014-06-13,Fort Worth,TX,Shot,false
21,Male,Hispanic,2014-06-14,Greeley,CO,Shot,false
45,Male,Hispanic,2014-06-19,San Antonio,TX,Shot,false
22,Male,Hispanic,2014-06-21,Sacramento,CA,Shot,true
27,Male,Hispanic,2014-06-27,Bay Shore,NY,Shot,false
23,Male,Hispanic,2014-06-30,Seattle,WA,Shot,false
32,Male,Hispanic,2014-07-02,Denver,CO,Shot,false
14,Male,Hispanic,2014-07-04,Chicago,IL,Shot,false
40,Male,Hispanic,2014-07-10,Salinas,CA,Shot,false
30,Male,Hispanic,2014-07-16,Stockton,CA,Shot,false
27,Male,Hispanic,2014-07-16,Stockton,CA,Shot,false
29,Male,Hispanic,2014-07-22,La Joya,TX,Shot,false
38,Male,Hispanic,2014-07-25,Los Angeles,CA,Shot,false
36,Male,Hispanic,2014-07-28,Houston,TX,Shot,false
54,Male,Hispanic,2014-08-01,Pico Rivera,CA,Shot,false
24,Male,Hispanic,2014-08-02,Pico Rivera,CA,Shot,false
42,Female,Hispanic,2014-08-03,Bakersfield,CA,Shot,false
28,Male,Hispanic,2014-08-04,Albuquerque,NM,Shot,false
51,Male,Hispanic,2014-08-06,Pearl City,HI,Shot,false
18,Male,Hispanic,2014-08-11,Dallas,TX,Shot,false
22,Male,Hispanic,2014-08-12,San Fernando,CA,Shot,false
,Male,Hispanic,2014-08-13,Houston,TX,Shot,false
21,Male,Hispanic,2014-08-13,Greeley,CO,Shot,true
25,Male,Hispanic,2014-08-13,Houston,TX,Shot,false
,Male,Hispanic,2014-08-13,Houston,TX,Shot,true
22,Female,Hispanic,2014-08-19,Orlando,FL,Shot,false
25,Male,Hispanic,2014-08-20,DeRidder,LA,Shot,false
38,Male,Hispanic,2014-08-22,San Bernardino,CA,Shot,false
39,Male,Hispanic,2014-08-23,Phoenix,AZ,Shot,false
22,Male,Hispanic,2014-08-24,Oklahoma City,OK,Shot,false
51,Male,Hispanic,2014-08-25,Lubbock,TX,Shot,false
18,Male,Hispanic,2014-08-27,Dallas,TX,Shot,false
36,Male,Hispanic,2014-08-28,Saint Paul,MN,Shot,false
45,Male,Hispanic,2014-08-29,New Braunfels,TX,Shot,false
19,Female,Hispanic,2014-09-03,Oklahoma City,OK,Shot,false
45,Male,Hispanic,2014-09-08,Sinton,TX,Shot,false
21,Male,Hispanic,2014-09-16,Fresno,CA,Shot,false
36,Male,Hispanic,2014-09-22,Fresno,CA,Shot,true
34,Male,Hispanic,2014-09-25,San Francisco,CA,Shot,false
47,Male,Hispanic,2014-09-29,Brooklyn,NY,Shot,false
51,Male,Hispanic,2014-09-29,Brooklyn,NY,Shot,false
32,Male,Hispanic,2014-09-30,Friendswood,TX,Shot,false
33,Male,Hispanic,2014-10-01,Highland,CA,Shot,false
29,Male,Hispanic,2014-10-04,Los Angeles,CA,Shot,false
27,Male,Hispanic,2014-10-05,Fort Collins,CO,Shot,false
27,Male,Hispanic,2014-10-12,Rocky Ford,CO,Shot,false
29,Male,Hispanic,2014-10-20,Waco,TX,Shot,false
35,Male,Hispanic,2014-10-21,Roy,UT,Shot,true
27,Male,Hispanic,2014-10-22,Brownsville,TX,Shot,false
25,Male,Hispanic,2014-10-23,Dartmouth,MA,Shot,false
43,Male,Hispanic,2014-10-23,Avondale,AZ,Shot,true
23,Male,Hispanic,2014-10-24,Tucson,AZ,Shot,false
22,Male,Hispanic,2014-10-24,Espa̱ola,NM,Shot,false
39,Male,Hispanic,2014-10-25,Magna,UT,Shot,true
28,Male,Hispanic,2014-10-27,Paramount,CA,Shot,false
22,Male,Hispanic,2014-10-28,Phoenix,AZ,Shot,false
31,Male,Hispanic,2014-11-09,Denver,CO,Shot,false
34,Male,Hispanic,2014-11-09,Los Angeles,CA,Shot,false
22,Male,Hispanic,2014-11-09,Van Nuys,CA,Shot,true
22,Male,Hispanic,2014-11-13,Bakersfield,CA,Shot,false
33,Male,Hispanic,2014-11-15,McMinnville,OR,Shot,false
57,Male,Hispanic,2014-11-16,East Los Angeles,CA,Shot,false
26,Male,Hispanic,2014-11-16,East Los Angeles,CA,Shot,false
34,Male,Hispanic,2014-11-18,Riverside,CA,Shot,false
18,Male,Hispanic,2014-11-21,Long Beach,CA,Shot,false
27,Male,Hispanic,2014-11-22,Seaside,CA,Shot,false
27,Male,Hispanic,2014-11-23,West Covina,CA,Shot,false
52,Male,Hispanic,2014-11-28,Dearborn,MI,Shot,false
19,Male,Hispanic,2014-11-30,Carson,CA,Shot,true
49,Male,Hispanic,2014-12-01,Midland,TX,Shot,true
27,Female,Hispanic,2014-12-07,Oakland,CA,Shot,false
27,Male,Hispanic,2014-12-08,Lansing,MI,Shot,false
34,Male,Hispanic,2014-12-14,Norman,OK,Shot,true
51,Male,Hispanic,2014-12-14,St. Johns,FL,Shot,false
34,Male,Hispanic,2014-12-17,Albuquerque,NM,Shot,false
48,Male,Hispanic,2014-12-17,San Antonio,TX,Shot,false
29,Male,Hispanic,2014-12-22,Las Cruces,NM,Shot,false
34,Female,Hispanic,2014-12-31,Compton,CA,Shot,false
23,Male,Hispanic,2015-01-03,Wichita,KS,Shot,false
39,Male,Hispanic,2015-01-04,Evans,CO,Shot,false
33,Male,Hispanic,2015-01-09,El Paso,TX,Shot,false
29,Male,Hispanic,2015-01-11,Las Vegas,NV,Shot,false
36,Male,Hispanic,2015-01-15,Fairfield,CA,Shot,true
26,Male,Hispanic,2015-01-16,Houston,TX,Shot,false
24,Male,Hispanic,2015-01-17,Los Angeles,CA,Shot,false
36,Male,Hispanic,2015-01-21,Chape̱o,TX,Shot,false
56,Male,Hispanic,2015-01-23,Levelland,TX,Shot,false
26,Male,Hispanic,2015-01-25,Pueblo,CO,Shot,false
24,Male,Hispanic,2015-01-26,Tahoka,TX,Shot,false
34,Male,Hispanic,2015-01-26,Wasco,CA,Shot,true
17,Female,Hispanic,2015-01-26,Denver,CO,Shot,false
31,Male,Hispanic,2015-01-31,Katy,TX,Shot,false
28,Male,Hispanic,2015-02-04,Phoenix,AZ,Shot,false
28,Male,Hispanic,2015-02-04,Phoenix,AZ,Shot,false
33,Male,Hispanic,2015-02-08,Anchorage,AK,Shot,false
35,Male,Hispanic,2015-02-10,Pasco,WA,Shot,true
37,Male,Hispanic,2015-02-13,San Manuel,AZ,Shot,true
50,Male,Hispanic,2015-02-17,Del Rio,TX,Shot,false
31,Male,Hispanic,2015-02-20,Euless,TX,Shot,false
30,Male,Hispanic,2015-02-24,Green Bay,WI,Shot,true
21,Male,Hispanic,2015-02-26,San Francisco,CA,Shot,false
27,Male,Hispanic,2015-02-27,Santa Ana,CA,Shot,false
34,Male,Hispanic,2015-03-05,Burbank,CA,Shot,false
40,Male,Hispanic,2015-03-08,Oklahoma City,OK,Shot,false
37,Male,Hispanic,2015-03-10,Ontario,CA,Shot,true
39,Male,Hispanic,2015-03-11,Santa Ana,CA,Shot,true
25,Male,Hispanic,2015-03-11,South Gate,CA,Shot,false
32,Male,Hispanic,2015-03-12,Los Angeles,CA,Shot,false
29,Male,Hispanic,2015-03-14,San Antonio,TX,Shot,false
22,Male,Hispanic,2015-03-17,Sacramento,CA,Shot,false
28,Male,Hispanic,2015-03-25,Los Angeles,CA,Shot,false
35,Male,Hispanic,2015-03-26,Wilmington,CA,Shot,true
22,Male,Hispanic,2015-03-27,Bakersfield,CA,Shot,false
21,Male,Hispanic,2015-03-31,Baytown,TX,Shot,true
39,Male,Hispanic,2015-04-08,Los Angeles,CA,Shot,false
21,Male,Hispanic,2015-04-10,Corning,CA,Shot,false
24,Male,Hispanic,2015-04-13,Houston,TX,Shot,false
27,Male,Hispanic,2015-04-13,Alton,IL,Shot,false
52,Male,Hispanic,2015-04-15,Pomona,CA,Shot,false
47,Male,Hispanic,2015-04-16,Shafter,CA,Shot,false
29,Male,Hispanic,2015-04-17,Hemet,CA,Shot,false
43,Male,Hispanic,2015-04-18,Phoenix,AZ,Shot,true
24,Male,Hispanic,2015-04-20,Mission,TX,Shot,false
35,Male,Hispanic,2015-04-21,Los Angeles,CA,Shot,true
51,Male,Hispanic,2015-04-22,Bisbee,AZ,Shot,true
31,Male,Hispanic,2015-04-22,Fort Worth,TX,Shot,false
19,Male,Hispanic,2015-04-23,Long Beach,CA,Shot,false
27,Male,Hispanic,2015-04-29,Elk Grove,CA,Shot,false
22,Male,Hispanic,2015-04-29,El Paso,TX,Shot,false
28,Male,Hispanic,2015-05-12,Mesa,AZ,Shot,false
40,Male,Hispanic,2015-05-17,Waco,TX,Shot,false
65,Male,Hispanic,2015-05-17,Waco,TX,Shot,false
22,Male,Hispanic,2015-05-21,El Paso,TX,Shot,true
39,Male,Hispanic,2015-05-30,Nashville,TN,Shot,false
36,Male,Hispanic,2015-06-03,Los Lunas,NM,Shot,false
46,Male,Hispanic,2015-06-03,Delano,CA,Shot,false
33,Male,Hispanic,2015-06-03,Houston,TX,Shot,false
23,Male,Hispanic,2015-06-03,Forreston,TX,Shot,true
18,Male,Hispanic,2015-06-03,Forreston,TX,Shot,true
50,Male,Hispanic,2015-06-05,Santa Maria,CA,Shot,false
27,Male,Hispanic,2015-06-06,Strasburg,CO,Shot,false
45,Male,Hispanic,2015-06-06,Pajaro,CA,Shot,false
30,Male,Hispanic,2015-06-08,Anaheim,CA,Shot,true
28,Male,Hispanic,2015-06-11,San Antonio,TX,Shot,true
22,Male,Hispanic,2015-06-11,Hackensack,NJ,Shot,true
28,Male,Hispanic,2015-06-14,Stockton,CA,Shot,false
56,Male,Hispanic,2015-06-15,El Paso,TX,Shot,false
44,Male,Hispanic,2015-06-19,Boston,MA,Shot,true
50,Male,Hispanic,2015-06-19,Greeley,CO,Shot,false
24,Male,Hispanic,2015-06-21,Azusa,CA,Shot,false
28,Male,Hispanic,2015-06-26,San Antonio,TX,Shot,false
24,Male,Hispanic,2015-07-01,McMinnville,OR,Shot,false
27,Male,Hispanic,2015-07-03,Rowland Heights,CA,Shot,false
46,Male,Hispanic,2015-07-03,Lancaster,CA,Shot,false
33,Male,Hispanic,2015-07-03,Camden,NJ,Shot,true
42,Male,Hispanic,2015-07-05,Hawaiian Gardens,CA,Shot,false
27,Male,Hispanic,2015-07-06,Atwater,CA,Shot,false
39,Male,Hispanic,2015-07-07,Edinburg,TX,Shot,false
47,Male,Hispanic,2015-07-07,Bakersfield,CA,Shot,false
36,Male,Hispanic,2015-07-12,Plantation,FL,Shot,false
23,Male,Hispanic,2015-07-13,Lynn,MA,Shot,false
29,Male,Hispanic,2015-07-16,Wauwatosa,WI,Shot,false
24,Male,Hispanic,2015-07-17,Brownsville,TX,Shot,false
26,Male,Hispanic,2015-07-18,Farmersville,CA,Shot,false
24,Male,Hispanic,2015-07-20,Houston,TX,Shot,false
25,Male,Hispanic,2015-07-22,Monroe,WI,Shot,false
40,Male,Hispanic,2015-07-22,Monroe,WI,Shot,false
47,Male,Hispanic,2015-07-29,Whittier,CA,Shot,true
34,Male,Hispanic,2015-07-29,Las Cruces,NM,Shot,false
33,Male,Hispanic,2015-07-31,Albuquerque,NM,Shot,false
30,Male,Hispanic,2015-07-31,Fort Worth,TX,Shot,false
29,Male,Hispanic,2015-08-05,Nashville,TN,Shot,true
42,Male,Hispanic,2015-08-06,Elsmere,KY,Shot,false
24,Male,Hispanic,2015-08-07,Las Vegas,NV,Shot,false
22,Male,Hispanic,2015-08-09,San Jose,CA,Shot,false
26,Male,Hispanic,2015-08-14,Boerne,TX,Shot,false
29,Male,Hispanic,2015-08-16,San Jose,CA,Shot,false
40,Male,Hispanic,2015-08-17,San Jose,CA,Shot,false
38,Male,Hispanic,2015-08-19,Kansas City,KS,Shot,false
17,Male,Hispanic,2015-08-20,Ontario,CA,Shot,false
30,Male,Hispanic,2015-08-25,Santa Fe,NM,Shot,false
41,Male,Hispanic,2015-08-28,San Antonio,TX,Shot,true
43,Male,Hispanic,2015-08-29,San Antonio,TX,Shot,false
40,Male,Hispanic,2015-08-30,Tucson,AZ,Shot,false
40,Male,Hispanic,2015-09-03,Fresno,CA,Shot,false
32,Male,Hispanic,2015-09-05,Ontario,CA,Shot,false
34,Male,Hispanic,2015-09-10,Fontana,CA,Shot,false
51,Male,Hispanic,2015-09-15,Miami,FL,Shot,true
32,Male,Hispanic,2015-09-15,Los Angeles,CA,Shot,false
24,Male,Hispanic,2015-09-21,Dallas,TX,Shot,true
24,Male,Hispanic,2015-09-21,Auburndale,FL,Shot,false
23,Male,Hispanic,2015-09-26,Lovington,NM,Shot,false
40,Male,Hispanic,2015-09-27,Ponder,TX,Shot,false
37,Female,Hispanic,2015-09-27,Los Angeles,CA,Shot,false
59,Male,Hispanic,2015-09-28,San Diego,CA,Shot,false
28,Male,Hispanic,2015-10-02,Sierra Vista,AZ,Shot,false
26,Male,Hispanic,2015-10-02,Rialto,CA,Shot,false
46,Male,Hispanic,2015-10-07,West Palm Beach,FL,Shot,false
43,Male,Hispanic,2015-10-11,Odessa,TX,Shot,false
34,Male,Hispanic,2015-10-11,San Bernardino,CA,Shot,false
27,Male,Hispanic,2015-10-15,San Francisco,CA,Shot,false
15,Male,Hispanic,2015-10-15,Homestead,FL,Shot,false
25,Male,Hispanic,2015-10-16,La Puente,CA,Shot,false
21,Male,Hispanic,2015-10-21,Visalia,CA,Shot,false
35,Male,Hispanic,2015-10-21,Calexico,CA,Shot,false
34,Male,Hispanic,2015-10-24,Riverside,CA,Shot,false
18,Male,Hispanic,2015-10-26,Tampa,FL,Shot,false
29,Male,Hispanic,2015-10-30,Mesquite,TX,Shot,false
34,Male,Hispanic,2015-11-09,Los Angeles,CA,Shot,false
45,Male,Hispanic,2015-11-09,San Jose,CA,Shot,false
25,Male,Hispanic,2015-11-09,Laredo,TX,Shot,true
34,Male,Hispanic,2015-11-10,Chico,CA,Shot,false
31,Male,Hispanic,2015-11-11,Albuquerque,NM,Shot,false
25,Male,Hispanic,2015-11-11,San Francisco,CA,Shot,true
