age,gender,race,date,city,state,manner_of_death,mental_illness
48,Male,White,2015-07-30,Gardnerville,NV,Shot,false
34,Male,White,2015-07-31,Roswell,NM,Shot,false
63,Male,White,2015-08-02,Houston,TX,Shot,true
35,Male,White,2015-08-03,Muncie,IN,Shot,false
71,Male,White,2015-08-03,Powhatan,VA,Shot,false
18,Male,White,2015-08-05,Louisville,KY,Shot,false
51,Male,White,2015-08-05,Greenfield,WI,Shot,true
40,Male,White,2015-08-05,Tacoma,WA,Shot,false
30,Male,White,2015-08-07,Fresno,CA,Shot,true
41,Male,White,2015-08-09,Ardmore,OK,Shot,true
24,Male,White,2015-08-10,Gilbert,AZ,Shot,false
24,Male,White,2015-08-11,Odessa,TX,Shot,false
48,Male,White,2015-08-11,Waco,TX,Shot,false
34,Male,White,2015-08-11,Sandpoint,ID,Shot,false
49,Male,White,2015-08-12,Hobbs,NM,Shot,false
53,Male,White,2015-08-14,Bolton,CT,Shot,false
30,Male,White,2015-08-15,Carson City,NV,Shot,false
34,Male,White,2015-08-15,Inyokern,CA,Shot,false
47,Male,White,2015-08-16,Kerrville,TX,Shot,false
44,Male,White,2015-08-19,Waynesville,NC,Shot,false
50,Male,White,2015-08-20,Tuscaloosa,AL,Shot,false
30,Male,White,2015-08-21,North East,MD,Shot,false
38,Male,White,2015-08-21,Wake Forest,NC,Shot,false
31,Male,White,2015-08-22,Cohasset,MN,Shot,false
29,Male,White,2015-08-22,Bakersfield,CA,Shot,false
64,Male,White,2015-08-22,King George,VA,Shot,false
26,Male,White,2015-08-22,Wichita,KS,Shot,true
36,Male,White,2015-08-23,Jacksonville,FL,Shot,false
21,Male,White,2015-08-23,Brick,NJ,Shot,false
51,Male,White,2015-08-25,Thonotosassa,FL,Shot,false
45,Male,White,2015-08-25,Phoenix,AZ,Shot,false
22,Male,White,2015-08-26,Hendersonville,TN,Shot,true
27,Male,White,2015-08-26,West Jordan,UT,Shot,true
46,Male,White,2015-08-26,Hixson,TN,Shot,false
28,Male,White,2015-08-28,Spanish Fork,UT,Shot,true
23,Male,White,2015-08-28,Longview,TX,Shot,false
20,Male,White,2015-08-30,Cushing,OK,Shot,false
46,Male,White,2015-08-31,Loveland,CO,Shot,false
45,Male,White,2015-09-02,Prescott,AZ,Shot,false
23,Male,White,2015-09-03,Merrimack,NH,Shot,false
36,Male,White,2015-09-04,Springtown,TX,Shot,false
27,Male,White,2015-09-04,Weitchpec,CA,Shot,false
60,Male,White,2015-09-06,Miami,FL,Shot,false
25,Male,White,2015-09-09,Green Bay,WI,Shot,false
32,Male,White,2015-09-10,Lodi,CA,Shot,false
44,Male,White,2015-09-11,Broomfield,CO,Shot,false
23,Male,White,2015-09-12,Sylacauga,AL,Shot,false
45,Male,White,2015-09-12,Knoxville,TN,Shot,false
29,Male,White,2015-09-13,Oyster Creek,TX,Shot,false
39,Male,White,2015-09-13,Wellman,IA,Shot,true
28,Male,White,2015-09-14,Barstow,CA,Shot,false
45,Male,White,2015-09-14,Greenville,MS,Shot,false
31,Male,White,2015-09-16,Lead,SD,Shot,false
50,Male,White,2015-09-17,Beaverton,MI,Shot,true
61,Male,White,2015-09-17,Brodhead,KY,Shot,false
47,Male,White,2015-09-18,Cumberland Furnace,TN,Shot,false
57,Male,White,2015-09-18,St. Stephens,AL,Shot,false
46,Male,White,2015-09-19,Slidell,LA,Shot,false
23,Male,White,2015-09-20,Harrisonburg,VA,Shot,false
56,Male,White,2015-09-20,Shelbyville,IN,Shot,false
27,Male,White,2015-09-21,Sand City,CA,Shot,false
23,Female,White,2015-09-21,Sand City,CA,Shot,false
21,Male,White,2015-09-21,Paris,TX,Shot,false
33,Male,White,2015-09-22,Niceville,FL,Shot,false
55,Male,White,2015-09-22,Anderson,CA,Shot,true
45,Male,White,2015-09-23,Troutdale,VA,Shot,false
35,Male,White,2015-09-23,McKinney,TX,Shot,false
17,Male,White,2015-09-24,Fountain,CO,Shot,false
21,Male,White,2015-09-25,Akron,OH,Shot,false
40,Male,White,2015-09-29,Rockport,TX,Shot,false
37,Male,White,2015-09-30,Mora,MN,Shot,false
29,Male,White,2015-10-02,Amarillo,TX,Shot,false
45,Male,White,2015-10-03,Los Angeles,CA,Shot,false
27,Male,White,2015-10-04,Muscle Shoals,AL,Shot,true
51,Male,White,2015-10-05,Hurst,TX,Shot,false
50,Male,White,2015-10-05,Woodbridge Township,NJ,Shot,false
36,Male,White,2015-10-06,Monterey,CA,Shot,true
40,Male,White,2015-10-09,Lakeview,MI,Shot,false
38,Male,White,2015-10-10,Pinon Hills,CA,Shot,false
31,Male,White,2015-10-10,Old Saybrook,CT,Shot,false
31,Male,White,2015-10-12,Brookhaven,MS,Shot,false
46,Female,White,2015-10-14,Naples,FL,Shot,false
31,Male,White,2015-10-15,Cleveland,OH,Shot,false
50,Female,White,2015-10-15,Las Vegas,NV,Shot,false
27,Male,White,2015-10-16,Houston,TX,Shot,true
28,Male,White,2015-10-18,Fresno,CA,Shot,false
40,Male,White,2015-10-20,Truth or Consequences,NM,Shot,false
30,Male,White,2015-10-20,Louisville,KY,Shot,false
21,Male,White,2015-10-20,Cedar Rapids,IA,Shot,false
30,Male,White,2015-10-20,Mandeville,LA,Shot,false
47,Male,White,2015-10-21,Kentwood,MI,Shot,true
28,Male,White,2015-10-24,Zanesville,OH,Shot,false
36,Male,White,2015-10-24,Talking Rock,GA,Shot,false
47,Male,White,2015-10-24,Salem,WI,Shot,false
36,Male,White,2015-10-28,Forest Grove,OR,Shot,false
36,Male,White,2015-10-28,Salem,OR,Shot,false
18,Male,White,2015-10-29,Hohenwald,TN,Shot,false
30,Male,White,2015-10-30,Fort Gibson,OK,Shot,false
62,Male,White,2015-10-30,Burkesville,KY,Shot,false
33,Male,White,2015-10-31,Colorado Springs,CO,Shot,false
49,Male,White,2015-11-01,Hutchinson,MN,Shot,false
20,Male,White,2015-11-01,Eureka,CA,Shot,false
62,Male,White,2015-11-01,Council,ID,Shot,false
28,Male,White,2015-11-02,Klamath Falls,OR,Shot,false
6,Male,White,2015-11-03,Marksville,LA,Shot,false
47,Male,White,2015-11-04,San Diego,CA,Shot,false
30,Male,White,2015-11-04,Springfield,MO,Shot,false
36,Female,White,2015-11-05,Goose Creek,SC,Shot,false
20,Male,White,2015-11-05,Hominy,OK,Shot,false
46,Male,White,2015-11-05,Morgantown,WV,Shot,false
30,Male,White,2015-11-05,Lakeshire,MO,Shot,false
68,Male,White,2015-11-06,Deltona,FL,Shot,false
51,Male,White,2015-11-06,Portland,OR,Shot,true
48,Male,White,2015-11-06,Wadesboro,NC,Shot,false
55,Male,White,2015-11-06,Las Vegas,NV,Shot,false
34,Male,White,2015-11-07,Feasterville-Trevose,PA,Shot,false
26,Male,White,2015-11-09,Orlando,WV,Shot,false
36,Male,White,2015-11-10,Brighton,CO,Shot,false
22,Male,White,2015-11-10,Dillon,MT,Shot,true
63,Male,White,2015-11-10,Colorado Springs,CO,Shot,false
57,Male,White,2015-11-11,Aiken,SC,Shot,false
25,Male,White,2015-11-13,Eden,GA,Shot,false
33,Male,White,2015-11-15,Spring Lake,NC,Shot,false
25,Male,White,2015-11-16,Dalton,GA,Shot,false
28,Male,White,2015-11-16,Centerville,TX,Shot,false
41,Male,White,2015-11-17,Weatherford,TX,Shot,false
47,Male,White,2015-11-17,Little Egg Harbor Township,NJ,Shot,true
58,Male,White,2015-11-17,Arlington,GA,Shot,false
39,Male,White,2015-11-20,Dallas,GA,Shot,false
24,Male,White,2015-11-21,Colbert,OK,Shot,false
45,Male,White,2015-11-22,Reno,NV,Shot,false
46,Male,White,2015-11-22,Fontana,CA,Shot,false
50,Male,White,2015-11-23,Columbus,OH,Shot,false
32,Male,White,2015-11-24,Las Vegas,NV,Shot,false
45,Male,White,2015-11-24,Columbia Heights,MN,Shot,true
23,Male,White,2015-11-25,Springfield,MO,Shot,false
37,Female,White,2015-11-25,Ozark,MO,Shot,false
52,Male,White,2015-11-25,Eagar,AZ,Shot,false
26,Male,White,2015-11-26,Paradise,CA,Shot,false
58,Male,White,2015-11-27,Lampe,MO,Shot,false
50,Male,White,2015-11-28,Seagoville,TX,Shot,false
29,Male,White,2015-11-29,Lincoln,NE,Shot,false
53,Male,White,2015-11-29,Stewartsville,MO,Shot,false
22,Male,White,2015-11-29,Celina,OH,Shot,false
23,Male,White,2015-12-01,Bangor,ME,Shot,false
22,Female,White,2015-12-02,Northwood,OH,Shot,false
66,Male,White,2015-12-03,Big Springs,NE,Shot,false
47,Male,White,2015-12-03,Mesa,AZ,Shot,true
40,Male,White,2015-12-03,Waverly,OH,Shot,true
61,Female,White,2015-12-05,Florissant,MO,Shot,true
60,Male,White,2015-12-05,Neenah,WI,Shot,false
52,Male,White,2015-12-05,Miami Beach,FL,Shot,false
24,Male,White,2015-12-05,Irving,TX,Shot,false
48,Male,White,2015-12-06,Laramie,WY,Shot,true
35,Male,White,2015-12-06,Seattle,WA,Shot,false
66,Male,White,2015-12-09,Leitchfield,KY,Shot,false
54,Male,White,2015-12-10,Marina,CA,Shot,false
34,Male,White,2015-12-10,Indianapolis,IN,Shot,false
36,Male,White,2015-12-11,Tucson,AZ,Shot,false
36,Male,White,2015-12-12,Healdton,OK,Shot,false
20,Male,White,2015-12-12,East Stroudsburg,PA,Shot,false
51,Female,White,2015-12-13,Arlington,TX,Shot,true
21,Male,White,2015-12-13,Denton,TX,Shot,false
56,Male,White,2015-12-14,Milan,TN,Shot,false
52,Male,White,2015-12-14,Middle River,MD,Shot,true
48,Female,White,2015-12-14,Las Vegas,NV,Shot,true
23,Male,White,2015-12-16,Camarillo,CA,Shot,false
25,Male,White,2015-12-17,Kent,OH,Shot,false
22,Female,White,2015-12-18,Northwood,OH,Shot,false
32,Male,White,2015-12-18,Knoxville,TN,Shot,false
32,Male,White,2015-12-19,Linthicum Heights,MD,Shot,false
39,Male,White,2015-12-21,Deltona,FL,Shot,false
30,Male,White,2015-12-21,Smartsville,CA,Shot,false
21,Male,White,2015-12-21,Waymart,PA,Shot,true
61,Male,White,2015-12-22,Ludlow,KY,Shot,false
56,Male,White,2015-12-22,Burlington,VT,Shot,false
29,Male,White,2015-12-22,Brooksville,FL,Shot,false
36,Male,White,2015-12-24,Winnsboro,LA,Shot,false
31,Male,White,2015-12-25,Palo Alto,CA,Shot,true
41,Male,White,2015-12-26,Phoenix,AZ,Shot,false
52,Male,White,2015-12-27,Franklin,LA,Shot,false
34,Male,White,2015-12-27,Tempe,AZ,Shot,true
36,Male,White,2015-12-27,Lucedale,MS,Shot,false
28,Male,White,2015-12-28,Suffolk,VA,Shot,false
51,Male,White,2016-01-01,Liberty Township,OH,Shot,true
30,Male,White,2016-01-01,San Diego,CA,Shot,false
37,Male,White,2016-01-02,Sioux Falls,SD,Shot,false
38,Male,White,2016-01-05,Johnson City,TN,Shot,false
52,Male,White,2016-01-05,Redding,CA,Shot,false
54,Male,White,2016-01-05,Upper Darby,PA,Shot,true
25,Male,White,2016-01-05,Niobrara,NE,Shot,true
38,Male,White,2016-01-06,Zion,IL,Shot,false
34,Male,White,2016-01-07,Owensboro,KY,Shot,false
26,Male,White,2016-01-08,Lake Geneva,WI,Shot,true
45,Male,White,2016-01-11,Cincinnati,OH,Shot,false
12,Female,White,2016-01-11,Duncannon,PA,Shot,false
32,Male,White,2016-01-11,Denver,CO,Shot,false
58,Male,White,2016-01-11,Norfolk,VA,Shot,false
34,Male,White,2016-01-13,Draper,UT,Shot,false
44,Male,White,2016-01-16,Beaverton,OR,Shot,false
25,Female,White,2016-01-16,El Cajon,CA,Shot,false
38,Male,White,2016-01-17,Rainbow City,AL,Shot,false
26,Male,White,2016-01-17,Mesa,AZ,Shot,false
27,Male,White,2016-01-17,San Antonio,TX,Shot,false
31,Male,White,2016-01-17,Holladay,UT,Shot,false
47,Male,White,2016-01-17,Jacksonville,FL,Shot,false
39,Male,White,2016-01-18,Phoenix,AZ,Shot,true
29,Male,White,2016-01-18,Union City,CA,Shot,false
27,Male,White,2016-01-18,Medford,OR,Shot,false
28,Male,White,2016-01-18,Orlando,FL,Shot,false
28,Male,White,2016-01-19,Valdosta,GA,Shot,false
36,Male,White,2016-01-19,Dallas,TX,Shot,false
37,Male,White,2016-01-20,Harper,TX,Shot,false
33,Male,White,2016-01-20,Meridianville,AL,Shot,false
55,Male,White,2016-01-26,Seneca,OR,Shot,false
33,Male,White,2016-01-27,West Palm Beach,FL,Shot,true
52,Male,White,2016-01-27,Mountain Pine,AR,Shot,false
27,Male,White,2016-01-27,Latta,SC,Shot,false
33,Male,White,2016-01-28,Omaha,NE,Shot,true
42,Male,White,2016-01-31,Bakersfield,CA,Shot,false
34,Male,White,2016-02-02,Carbondale,PA,Shot,false
53,Male,White,2016-02-03,Okmulgee,OK,Shot,false
54,Male,White,2016-02-04,Perry,OH,Shot,false
24,,White,2016-02-04,Mesa,AZ,Shot,true
43,Male,White,2016-02-05,Cheyenne,WY,Shot,true
51,Male,White,2016-02-05,Harmony,NC,Shot,false
23,Female,White,2016-02-05,Addis,LA,Shot,false
55,Male,White,2016-02-05,Seaside,OR,Shot,false
38,Male,White,2016-02-05,Hilo,HI,Shot,false
30,Male,White,2016-02-05,Milton,FL,Shot,false
19,Male,White,2016-02-06,Uvalde,TX,Shot,false
10,Male,White,2016-02-09,Latham,NY,Shot,true
44,Female,White,2016-02-09,Latham,NY,Shot,true
52,Male,White,2016-02-10,Roseville,MN,Shot,false
41,Male,White,2016-02-10,Louisville,KY,Shot,false
35,Male,White,2016-02-11,Maiden,NC,Shot,true
31,Male,White,2016-02-11,Canyon Country,CA,Shot,false
45,Male,White,2016-02-11,Lancaster,CA,Shot,false
34,Male,White,2016-02-11,Cordele,GA,Shot,false
53,Male,White,2016-02-12,Fort Worth,TX,Shot,false
39,Male,White,2016-02-15,Yorba Linda,CA,Shot,false
51,Male,White,2016-02-16,Fairfield,CT,Shot,false
48,Male,White,2016-02-16,Republic,MO,Shot,false
22,Male,White,2005-01-04,Santa Clara,CA,Shot,false
60,Male,White,2005-01-12,Fremont,CA,Shot,false
24,Male,White,2005-01-29,Sanger,CA,Shot,false
8,Female,White,2005-05-10,Mountain Center,CA,Shot,false
10,Female,White,2005-05-10,Mountain Center,CA,Shot,false
13,Male,White,2005-05-10,Mountain Center,CA,Shot,false
75,Female,White,2005-05-10,Mountain Center,CA,Shot,false
42,Female,White,2005-05-10,Mountain Center,CA,Shot,false
38,Male,White,2005-05-31,Simi Valley,CA,Shot,false
31,Male,White,2005-07-03,Fresno,CA,Shot,true
72,Male,White,2005-10-01,Petaluma,CA,Shot,false
57,Male,White,2010-07-12,Pasadena,TX,Shot,false
43,Male,White,2010-08-09,Pasadena,TX,Shot,false
35,Male,White,2016-02-19,Ogden,UT,Shot,false
31,Male,White,2016-02-19,Elizabethton,TN,Shot,false
45,Male,White,2016-02-20,Iuka,MS,Shot,false
45,Male,White,2016-02-22,Bakersfield,CA,Shot,false
39,Male,White,2016-02-22,Wayne,MI,Shot,false
22,Male,White,2016-02-22,Fairborn,OH,Shot,false
29,Male,White,2016-02-22,Murray,UT,Shot,false
26,Male,White,2016-02-23,Glendale,AZ,Shot,false
58,Male,White,2016-02-24,Bailey,CO,Shot,false
16,Male,White,2016-02-24,Blue Springs,MO,Shot,false
40,Male,White,2016-02-24,Auburn,AL,Shot,false
6,Female,White,2001-06-21,Aurora,CO,Shot,false
4,Male,White,2001-06-21,Aurora,CO,Shot,false
39,Female,White,2001-06-21,Aurora,CO,Shot,false
29,Male,White,2010-08-17,McKinney,TX,Shot,false
19,Male,White,2016-02-25,Silver Springs,NV,Shot,false
37,Male,White,2016-02-25,Evans,CO,Shot,false
51,Male,White,2016-02-26,Belfair,WA,Shot,true
41,Male,White,2016-02-28,Ashville,AL,Shot,false
34,Male,White,2002-08-30,Broomfield,CO,Shot,false
34,Male,White,2010-12-28,Blue Ridge,TX,Shot,true
39,Male,White,2016-03-01,Palm Bay,FL,Shot,false
35,Male,White,2003-03-14,Denver,CO,Shot,true
20,Male,White,2003-04-18,Denver,CO,Shot,false
38,Male,White,2003-10-11,Denver,CO,Shot,false
30,Male,White,2016-03-04,East Bernstadt,KY,Shot,false
22,Male,White,2016-03-05,Beaumont,TX,Shot,false
36,Male,White,2011-07-25,Corpus Christi,TX,Shot,true
47,Male,White,2011-08-23,Fort Worth,TX,Shot,false
29,Male,White,2015-09-10,Justin,TX,Shot,true
42,Male,White,2016-03-06,Bismarck,ND,Shot,false
51,Male,White,2016-03-06,Azle,TX,Shot,false
45,Male,White,2016-03-07,San Jose,CA,Shot,false
45,Male,White,2016-03-07,Topeka,KS,Shot,false
37,Male,White,2016-03-10,Biloxi,MS,Shot,false
26,Male,White,2016-03-13,Piedmont,AL,Shot,false
30,Male,White,2016-03-13,Lenoir City,TN,Shot,true
42,Male,White,2016-03-15,Fort Worth,TX,Shot,false
38,Female,White,2016-03-13,Vancouver,WA,Shot,true
45,Male,White,2016-03-13,Glendale,CA,Shot,true
38,Male,White,2016-03-15,Evansville,IN,Shot,false
37,Male,White,2016-03-17,Midland,PA,Shot,true
23,Male,White,2016-03-19,White Plains,KY,Shot,false
42,Male,White,2006-01-26,Jamul,CA,Shot,false
22,Male,White,2006-02-04,Bangor,CA,Shot,true
31,Female,White,2006-03-23,San Francisco,CA,Shot,false
21,Male,White,2006-03-30,Madera,CA,Shot,false
31,Male,White,2006-04-19,Huntington Beach,CA,Shot,true
37,Male,White,2006-07-25,Jurupa Valley,CA,Shot,false
17,Male,White,2006-08-15,Bay Point,CA,Shot,false
20,Male,White,2006-08-30,Cherryland,CA,Shot,false
25,Male,White,2006-09-09,Angels Camp,CA,Shot,false
40,Male,White,2006-09-17,Santee,CA,Shot,true
25,Male,White,2006-10-19,Fresno,CA,Shot,true
36,Male,White,2006-11-25,San Jose,CA,Shot,true
40,Male,White,2006-12-02,Hayward,CA,Shot,false
38,Female,White,2006-12-14,Alpine,CA,Shot,false
21,Male,White,2011-12-18,Palo Pinto,TX,Shot,false
35,Male,White,2016-03-20,Russiaville,IN,Shot,false
55,Male,White,2016-03-20,Fort Littleton,PA,Shot,false
26,Male,White,2010-09-25,Austin,TX,Shot,true
25,Male,White,2016-03-21,Stamford,CT,Shot,false
76,Male,White,2016-03-21,Burlington,VT,Shot,true
28,Male,White,2016-03-21,Greensburg,PA,Shot,false
43,Male,White,2016-03-22,Spencerville,OH,Shot,true
33,Male,White,2016-03-22,Fredericksburg,VA,Shot,false
38,Male,White,2016-03-23,Ventura,CA,Shot,false
29,Male,White,2016-03-24,Redlands,CA,Shot,false
40,Male,White,2016-03-25,Las Vegas,NV,Shot,true
51,Male,White,2016-03-29,Piedmont,SC,Shot,true
34,Male,White,2016-03-27,Lee's Summit,MO,Shot,false
33,Male,White,2016-03-27,Splendora,TX,Shot,false
33,Male,White,2016-03-26,Roswell,NM,Shot,false
46,Male,White,2016-03-26,Tampa,FL,Shot,false
36,Male,White,2016-03-26,Grundy,VA,Shot,true
18,Male,White,2016-03-26,Shelbyville,MI,Shot,false
66,Male,White,2016-03-04,Mount Ida,AR,Shot,false
42,Male,White,2003-10-27,Lubbock,TX,Shot,false
90,Male,White,2007-12-07,Chula Vista,CA,Shot,false
29,Male,White,2007-11-08,Porterville,CA,Shot,false
53,Male,White,2007-11-02,Dana Point,CA,Shot,false
27,Male,White,2007-10-23,San Bernardino,CA,Shot,true
35,Male,White,2007-08-25,Del Mar Heights,CA,Shot,true
30,Male,White,2007-07-16,Anaheim,CA,Shot,false
35,Male,White,2007-06-05,Shingle Springs,CA,Shot,true
31,Female,White,2007-06-12,Gridley,CA,Shot,true
49,Male,White,2007-06-12,El Centro,CA,Shot,false
48,Female,White,2007-04-22,Laguna Beach,CA,Shot,true
49,Male,White,2007-04-22,Laguna Beach,CA,Shot,true
30,Male,White,2007-04-09,Santa Rosa,CA,Shot,true
27,Male,White,2007-04-07,Roseville,CA,Shot,true
36,Male,White,2007-01-26,San Francisco,CA,Shot,false
44,Male,White,2016-03-24,Braintree,MA,Shot,false
,Male,White,2016-03-31,St. Petersburg,FL,Shot,false
33,Male,White,2016-03-30,Los Angeles,CA,Shot,false
46,Male,White,2016-03-29,Clearlake,CA,Shot,false
50,Female,White,2016-03-29,Fleming Township,MN,Shot,true
35,Male,White,2016-03-27,Little Rock,AR,Shot,false
23,Male,White,2011-12-20,Nampa,ID,Shot,false
56,Male,White,2011-05-16,Bonners Ferry,ID,Shot,false
31,Male,White,2008-02-27,Idaho Falls,ID,Shot,false
23,Male,White,2007-07-20,Caldwell,ID,Shot,false
30,Male,White,2007-03-21,Nampa,ID,Shot,false
46,Male,White,2004-05-16,Ketchum,ID,Shot,false
24,Male,White,2006-12-30,Lakewood,CO,Shot,false
44,Male,White,2006-12-24,Colorado Springs,CO,Shot,false
56,Female,White,2006-01-12,Longmont,CO,Shot,false
30,Male,White,2016-04-10,Rotterdam,NY,Shot,true
25,Female,White,2016-04-08,Chippewa Falls,WI,Shot,true
44,Male,White,2016-04-07,Omaha,NE,Shot,false
52,Male,White,2016-04-05,West Springfield,MA,Shot,false
25,Male,White,2016-04-03,Austin,TX,Shot,false
36,Female,White,2016-04-03,Notasulga,AL,Shot,true
70,Female,White,2008-12-22,La Habra,CA,Shot,true
37,Male,White,2008-12-06,Sonoma,CA,Shot,true
60,Male,White,2008-12-02,Gerber,CA,Shot,false
21,Male,White,2008-09-12,Porterville,CA,Shot,false
43,Male,White,2008-09-02,Irvine,CA,Shot,false
37,Male,White,2008-07-19,San Diego,CA,Shot,false
40,Male,White,2008-06-23,Anaheim,CA,Shot,false
41,Male,White,2008-06-12,Camino,CA,Shot,true
51,Male,White,2008-06-09,Huntington Beach,CA,Shot,false
23,Male,White,2008-05-31,San Diego,CA,Shot,true
26,Male,White,2008-05-24,El Dorado Hills,CA,Shot,true
29,Male,White,2008-05-21,San Bruno,CA,Shot,false
40,Male,White,2008-04-28,Merced,CA,Shot,true
39,Male,White,2008-04-20,Roseville,CA,Shot,false
41,Male,White,2008-04-05,Fair Oaks,CA,Shot,false
27,Male,White,2008-03-09,Mission Viejo,CA,Shot,false
30,Male,White,2008-03-08,Temecula,CA,Shot,false
48,Female,White,2008-02-17,Paradise,CA,Shot,true
55,Male,White,2008-01-27,San Francisco,CA,Shot,true
24,Male,White,2008-01-02,Santa Rosa,CA,Shot,true
53,Male,White,2016-04-16,Antioch,IL,Shot,false
26,Male,White,2016-04-15,Muncie,IN,Shot,false
49,Male,White,2016-04-13,Llano,TX,Shot,false
26,Male,White,2016-04-13,Sparta,TN,Shot,false
20,Male,White,2016-04-12,Noma,FL,Shot,false
40,Male,White,2016-04-12,Waseca,MN,Shot,false
40,Male,White,2016-04-12,Denver,CO,Shot,false
30,Male,White,2016-04-10,Modesto,CA,Shot,false
60,Male,White,2016-04-06,Oak Hill,OH,Shot,false
21,Male,White,2009-12-12,Victorville,CA,Shot,false
34,Male,White,2009-11-18,Stockton,CA,Shot,false
24,Male,White,2009-11-15,Ventura,CA,Shot,true
38,Male,White,2009-10-28,Fresno,CA,Shot,true
50,Male,White,2009-10-10,Stockton,CA,Shot,true
34,Male,White,2009-09-23,Bay Point,CA,Shot,false
21,Male,White,2009-07-05,Santa Clara,CA,Shot,false
58,Male,White,2009-06-06,Chico,CA,Shot,true
37,Male,White,2009-05-09,Oakley,CA,Shot,true
23,Male,White,2009-03-28,Fresno,CA,Shot,false
32,Male,White,2009-03-27,La Mesa,CA,Shot,true
47,Male,White,2009-03-24,San Diego,CA,Shot,false
21,Male,White,2009-03-14,Bakersfield,CA,Shot,false
29,Male,White,2009-03-04,Stockton,CA,Shot,true
46,Male,White,2009-02-08,Vallejo,CA,Shot,true
49,Male,White,2009-01-04,Woodland,CA,Shot,false
54,Male,White,2009-01-01,Lincoln,CA,Shot,true
,Male,White,2016-04-15,Silverhill,AL,Shot,true
22,Male,White,2016-04-17,Florence,AL,Shot,false
28,Male,White,2013-08-22,Buckley,WA,Shot,false
22,Female,White,2012-12-22,Tacoma,WA,Shot,false
42,Male,White,2012-12-10,Fall City,WA,Shot,true
35,Male,White,2012-12-09,Lakewood,WA,Shot,false
25,Male,White,2012-11-02,Littlerock,WA,Shot,false
47,Male,White,2012-10-24,Sumner,WA,Shot,true
65,Male,White,2012-10-19,Valley,WA,Shot,false
50,Male,White,2012-10-12,Roy,WA,Shot,true
64,Male,White,2012-11-01,Pe Ell,WA,Shot,false
70,Male,White,2012-08-15,Olympia,WA,Shot,true
31,Male,White,2012-06-07,Spanaway,WA,Shot,true
26,Male,White,2012-02-23,Mount Vernon,WA,Shot,false
50,Male,White,2012-01-31,Roy,WA,Shot,true
48,Male,White,2011-05-07,Auburn,WA,Shot,false
19,Male,White,2011-03-19,Ravensdale,WA,Shot,false
16,Male,White,2004-01-02,Chicago,IL,Shot,false
30,Male,White,2002-02-07,Chicago,IL,Shot,false
24,Male,White,2001-03-05,Chicago,IL,Shot,false
43,Female,White,2003-06-05,Frederick,MD,Shot,false
21,Male,White,2002-01-03,Lutherville,MD,Shot,false
44,Male,White,2005-07-17,San Antonio,TX,Shot,false
23,Male,White,2010-02-06,Lake Tapps,WA,Shot,false
30,Male,White,2009-10-17,Puyallup,WA,Shot,false
51,Male,White,2009-06-10,Everett,WA,Shot,true
31,Male,White,2008-11-08,Everett,WA,Shot,true
39,Male,White,2008-02-03,Tacoma,WA,Shot,true
20,Male,White,2007-08-06,Steamboat Island,WA,Shot,false
18,Male,White,2007-07-16,Omak,WA,Shot,false
41,Male,White,2007-07-16,Bellevue,WA,Shot,true
36,Male,White,2007-06-29,Des Moines,WA,Shot,false
24,Male,White,2007-06-16,Vancouver,WA,Shot,false
32,Male,White,2007-06-05,Castle Rock,WA,Shot,true
25,Male,White,2006-06-29,Spanaway,WA,Shot,true
54,Male,White,2006-06-21,Puyallup,WA,Shot,true
47,Male,White,2006-05-19,Chewelah,WA,Shot,true
26,Male,White,2006-05-16,Bremerton,WA,Shot,true
18,Male,White,2006-04-25,Seattle,WA,Shot,false
52,Male,White,2006-04-06,Pacific,WA,Shot,true
45,Male,White,2006-03-25,Tacoma,WA,Shot,false
29,Male,White,2006-02-02,Medical Lake,WA,Shot,false
44,Male,White,2005-11-19,Burien,WA,Shot,false
50,Male,White,2005-09-17,Des Moines,WA,Shot,true
44,Male,White,2005-09-16,Tukwila,WA,Shot,true
22,Male,White,2005-05-28,Tacoma,WA,Shot,false
38,Male,White,2016-04-19,Blountsville,AL,Shot,false
41,Male,White,2016-04-20,Homestead,FL,Shot,false
29,Male,White,2016-04-22,Austin,TX,Shot,false
51,Male,White,2016-04-22,Berne,NY,Shot,true
30,Male,White,2016-04-23,Norfolk,VA,Shot,true
18,Male,White,2016-04-23,Antigo,WI,Shot,false
24,Male,White,2016-04-23,Chandler,AZ,Shot,true
33,Male,White,2016-04-30,Spanish Fork,UT,Shot,false
48,Male,White,2016-04-29,Jackson,MO,Shot,false
44,Male,White,2016-04-27,Seguin,TX,Shot,false
36,Male,White,2016-04-27,Murray,UT,Shot,false
24,Female,White,2016-04-26,Albuquerque,NM,Shot,false
28,Male,White,2016-04-26,Lakewood,CO,Shot,false
52,Male,White,2016-04-20,Perryville,AR,Shot,false
52,Male,White,2016-04-15,Cache,OK,Shot,true
61,Male,White,2015-10-24,New Paltz,NY,Shot,false
63,Male,White,2015-11-10,Colorado Springs,CO,Shot,false
47,Male,White,2016-01-25,Hespera,CA,Shot,false
60,Male,White,2016-03-18,Idaho Falls,ID,Shot,false
32,Male,White,2016-03-23,Okaloosa Island,FL,Shot,false
52,Male,White,2016-03-30,Jackson,GA,Shot,false
22,Male,White,2010-02-04,South Gate,CA,Shot,false
44,Male,White,2010-02-06,Long Beach,CA,Shot,false
